cohort,fraction,subset_seed,memory_groups,model_id,memory_rows,method,training_labels_used,answers,conversation_groups,high_gap_count,gap_mse,gap_rmse,gap_mae,gap_r2,gap_pearson,gap_spearman,high_gap_auroc,high_gap_ap,corrected_judge_mse,corrected_judge_pearson,judge_preference_pairs,judge_preference_agreement
test,0.25,43,472,fraction_0.25_sample_43,2026,knn_fixed,2026,1024,512,31,0.16091727027609554,0.4011449492092547,0.31890866374208426,0.38972657418118184,0.627945773649652,0.636443390781993,0.8980606178735016,0.2133065761671956,0.16091727027609554,0.8280030035831809,455,0.7912087912087912
test,0.25,43,472,fraction_0.25_sample_43,2026,knn_tuned,2026,1024,512,31,0.16059150622058316,0.4007387006773655,0.3172001883478274,0.39096202358835275,0.6273644465219224,0.635196977839491,0.882110255660592,0.19179883010103932,0.16059150622058316,0.8279625345923758,455,0.778021978021978
test,0.25,43,472,fraction_0.25_sample_43,2026,ridge,2026,1024,512,31,0.13889587760050703,0.37268737247256856,0.2958007287686616,0.4732419776327479,0.6892931326715608,0.6909654437859473,0.9399993502907449,0.35990558113275745,0.13889587760050703,0.8449638384622329,455,0.8087912087912088
test,0.5,43,943,fraction_0.5_sample_43,4005,proxy,0,1024,512,31,0.27050089326089055,0.5200970037030501,0.42496019309025423,-0.02586569194305377,,,0.5,0.0302734375,0.27050089326089055,0.7553666831645542,455,0.7615384615384615
test,0.5,43,943,fraction_0.5_sample_43,4005,mean_gap,4005,1024,512,31,0.27545291493842855,0.5248360838761266,0.4299238221601142,-0.04464607038655455,,,0.5,0.0302734375,0.27545291493842855,0.7553666831645542,455,0.7615384615384615
test,0.5,43,943,fraction_0.5_sample_43,4005,knn_fixed,4005,1024,512,31,0.15848873768660976,0.39810644014711666,0.31533658357536926,0.3989367037126811,0.6346064968626838,0.6387302283399575,0.9054348179189813,0.2679005440278022,0.15848873768660976,0.8279400935302942,455,0.7824175824175824
test,0.5,43,943,fraction_0.5_sample_43,4005,knn_tuned,4005,1024,512,31,0.15730545106077026,0.3966175122971378,0.313943204980183,0.40342427910864487,0.6379145949138667,0.6419601485537768,0.9067992073547089,0.269691520706843,0.15730545106077026,0.828723686735045,455,0.7802197802197802
test,0.5,43,943,fraction_0.5_sample_43,4005,ridge,4005,1024,512,31,0.13275492450908233,0.3643554919430779,0.2882598637658314,0.49653133914420233,0.7076666632033084,0.7052178210049839,0.9407790013968749,0.4136694448047627,0.13275492450908233,0.8514943414172155,455,0.8131868131868132
test,0.125,44,236,fraction_0.125_sample_44,987,proxy,0,1024,512,31,0.27050089326089055,0.5200970037030501,0.42496019309025423,-0.02586569194305377,,,0.5,0.0302734375,0.27050089326089055,0.7553666831645542,455,0.7615384615384615
test,0.125,44,236,fraction_0.125_sample_44,987,mean_gap,987,1024,512,31,0.2694914625490668,0.5191256712483662,0.42386006607685667,-0.022037459351397004,,,0.5,0.0302734375,0.2694914625490668,0.7553666831645542,455,0.7615384615384615
test,0.125,44,236,fraction_0.125_sample_44,987,knn_fixed,987,1024,512,31,0.17276790658797184,0.4156535896488467,0.3288795969336188,0.3447834278813904,0.6005512485608518,0.6027007727859149,0.888899717376474,0.25700677747882233,0.17276790658797184,0.8186802496649925,455,0.7758241758241758
test,0.125,44,236,fraction_0.125_sample_44,987,knn_tuned,987,1024,512,31,0.17097951361484431,0.41349669117762516,0.3269554006287526,0.3515658490879411,0.6052533930816734,0.6068556036663441,0.8937075658642757,0.28046348653043807,0.17097951361484431,0.8199411053222964,455,0.7736263736263737
test,0.125,44,236,fraction_0.125_sample_44,987,ridge,987,1024,512,31,0.16159342295283996,0.40198684425344067,0.3202069094242168,0.38716228751570836,0.6423212178789459,0.6567187430783727,0.9153428840593834,0.2837241288604617,0.16159342295283996,0.8329293571667767,455,0.7912087912087912
test,0.25,44,472,fraction_0.25_sample_44,1987,proxy,0,1024,512,31,0.27050089326089055,0.5200970037030501,0.42496019309025423,-0.02586569194305377,,,0.5,0.0302734375,0.27050089326089055,0.7553666831645542,455,0.7615384615384615
test,0.25,44,472,fraction_0.25_sample_44,1987,mean_gap,1987,1024,512,31,0.2708262343361725,0.520409679325983,0.4253038187729584,-0.027099537211689118,,,0.5,0.0302734375,0.2708262343361725,0.7553666831645542,455,0.7615384615384615
test,0.25,44,472,fraction_0.25_sample_44,1987,knn_fixed,1987,1024,512,31,0.1609928442122156,0.4012391359429132,0.320198333132106,0.3894399625277559,0.6389094695204146,0.6365108763644376,0.9281746418477731,0.4012063153087089,0.1609928442122156,0.8262533549074251,455,0.778021978021978
test,0.25,44,472,fraction_0.25_sample_44,1987,knn_tuned,1987,1024,512,31,0.15956656409216635,0.3994578376902453,0.31817722822900274,0.39484908271445995,0.6416917782849166,0.6389267395163946,0.9291492057304356,0.4036913066237986,0.15956656409216635,0.8269557012134969,455,0.7736263736263737
test,0.25,44,472,fraction_0.25_sample_44,1987,ridge,1987,1024,512,31,0.14732784705728647,0.3838330979179446,0.30615176287819085,0.44126401232200496,0.6682422399511075,0.672589919320866,0.9217425202222006,0.29021378856755314,0.14732784705728647,0.836568782562767,455,0.8021978021978022
test,0.5,44,943,fraction_0.5_sample_44,3962,proxy,0,1024,512,31,0.27050089326089055,0.5200970037030501,0.42496019309025423,-0.02586569194305377,,,0.5,0.0302734375,0.27050089326089055,0.7553666831645542,455,0.7615384615384615
test,0.5,44,943,fraction_0.5_sample_44,3962,mean_gap,3962,1024,512,31,0.2718557121205215,0.5213978443765581,0.4263773725968677,-0.031003797662920496,,,0.5,0.0302734375,0.2718557121205215,0.7553666831645542,455,0.7615384615384615
test,0.5,44,943,fraction_0.5_sample_44,3962,knn_fixed,3962,1024,512,31,0.15779286344730986,0.39723149855885026,0.3142656220779445,0.4015757837519335,0.6370141823736039,0.6404433462460908,0.9099178117792288,0.28881655555943786,0.15779286344730986,0.8296818775854289,455,0.7692307692307693
test,0.5,44,943,fraction_0.5_sample_44,3962,knn_tuned,3962,1024,512,31,0.15862646586713516,0.398279381674642,0.31560413401972,0.3984143741428543,0.6334728296170565,0.6334465715925736,0.9209628691160707,0.2822096270044695,0.15862646586713516,0.8271373124922664,455,0.7846153846153846
test,0.5,44,943,fraction_0.5_sample_44,3962,ridge,3962,1024,512,31,0.13945125035524897,0.373431721142231,0.2940733674861017,0.4711357448271499,0.6949542521495341,0.6959718491746686,0.9380502225254199,0.36501698659413384,0.13945125035524897,0.8481980485040566,455,0.8065934065934066
second_refresh_parent,1.0,42,1885,fraction_1_sample_42,7990,proxy,0,6144,2048,199,0.2519677159568188,0.5019638592138072,0.4080451897053245,-0.019360882961645398,,,0.5,0.032389322916666664,0.2519677159568188,0.7719929484447211,4804,0.7557243963363863
second_refresh_parent,1.0,42,1885,fraction_1_sample_42,7990,mean_gap,7990,6144,2048,199,0.25375841764109447,0.5037443971312182,0.40994123488782125,-0.026605347765687792,,,0.5,0.032389322916666664,0.25375841764109447,0.7719929484447211,4804,0.7557243963363863
second_refresh_parent,1.0,42,1885,fraction_1_sample_42,7990,knn_fixed,7990,6144,2048,199,0.155568720424605,0.39442200803784394,0.31143509483784215,0.3706310048053314,0.6088615257633032,0.6040110866547962,0.8854550295632917,0.28106031741852694,0.155568720424605,0.8358696578034164,4804,0.7489592006661115
second_refresh_parent,1.0,42,1885,fraction_1_sample_42,7990,knn_tuned,7990,6144,2048,199,0.15534488629883467,0.39413815635996813,0.31126807098704884,0.37153654840331085,0.6109362282825211,0.6088599970753318,0.8909002540034064,0.2795213291370767,0.15534488629883467,0.8365990925768564,4804,0.7570774354704413
second_refresh_parent,1.0,42,1885,fraction_1_sample_42,7990,ridge,7990,6144,2048,199,0.12652263357401186,0.355700201818908,0.28048261633182264,0.4881398873467576,0.6997802953694606,0.6971074276212388,0.9197433762589229,0.2715553813080834,0.12652263357401186,0.8596803304286134,4804,0.7647793505412157
second_refresh_static,1.0,42,1885,fraction_1_sample_42,7990,proxy,0,6144,2048,205,0.2511565620591987,0.5011552275086021,0.4071778465293385,-0.02493791479091989,,,0.5,0.033365885416666664,0.2511565620591987,0.7670630151912923,4914,0.7701465201465202
second_refresh_static,1.0,42,1885,fraction_1_sample_42,7990,mean_gap,7990,6144,2048,205,0.25316161261807374,0.5031516795341875,0.40935023782531427,-0.03312027053752953,,,0.5,0.033365885416666664,0.25316161261807374,0.7670630151912923,4914,0.7701465201465202
second_refresh_static,1.0,42,1885,fraction_1_sample_42,7990,knn_fixed,7990,6144,2048,205,0.1578430743450723,0.39729469458460215,0.3134679262119859,0.35586253388317013,0.5969240215992102,0.5919490595649515,0.8851642101199595,0.27941801517456066,0.1578430743450723,0.828995607311539,4914,0.7621082621082621
second_refresh_static,1.0,42,1885,fraction_1_sample_42,7990,knn_tuned,7990,6144,2048,205,0.15648620116545234,0.39558336816081174,0.3123664538113515,0.3613997603683281,0.6016758045843624,0.5974583175073145,0.8916767625329057,0.29744708099262684,0.15648620116545234,0.8307812919632236,4914,0.7728937728937729
second_refresh_static,1.0,42,1885,fraction_1_sample_42,7990,ridge,7990,6144,2048,205,0.1319534439587217,0.36325396619819816,0.28553424914615816,0.46151481533397043,0.6818165180002189,0.6789313850610772,0.9221557378059048,0.3103766871274963,0.1319534439587217,0.8514047271875951,4914,0.7749287749287749
second_refresh_refreshed,1.0,42,1885,fraction_1_sample_42,7990,proxy,0,6144,2048,173,0.2477292696160249,0.4977240898490095,0.40485722442225586,-0.03141379687871981,,,0.5,0.028157552083333332,0.2477292696160249,0.7761127899192528,4876,0.7738925348646432
second_refresh_refreshed,1.0,42,1885,fraction_1_sample_42,7990,mean_gap,7990,6144,2048,173,0.24994142782169448,0.49994142439059247,0.40710626073770734,-0.0406240549065362,,,0.5,0.028157552083333332,0.24994142782169448,0.7761127899192527,4876,0.7738925348646432
second_refresh_refreshed,1.0,42,1885,fraction_1_sample_42,7990,knn_fixed,7990,6144,2048,173,0.15492295503356238,0.39360253433325654,0.3072484767048001,0.35498266505807585,0.596492422116536,0.5940741345537638,0.8784500809790674,0.22199710495507113,0.15492295503356238,0.835407665195415,4876,0.7680475799835931
second_refresh_refreshed,1.0,42,1885,fraction_1_sample_42,7990,knn_tuned,7990,6144,2048,173,0.15446030337206454,0.39301438061738214,0.30736808354025386,0.35690890214567306,0.5979540929662093,0.5968944356663428,0.8826563457481875,0.23584563134768236,0.15446030337206454,0.8364794076481321,4876,0.7754306808859721
second_refresh_refreshed,1.0,42,1885,fraction_1_sample_42,7990,ridge,7990,6144,2048,173,0.12971474925887136,0.3601593387083991,0.2812840744831588,0.45993631575455485,0.6811329003128432,0.6800136169050222,0.9203723584996075,0.2719639267225935,0.12971474925887136,0.8569305210505116,4876,0.7735849056603774
